Competition,Year,Gender,Athlete,Stance,Run,TrickID,Switch,Direction,SpinDegrees,DoubleCork,TripleCork,Rodeo,Grab,Difficulty,JumpScore,JumpID
Secret Garden WC,2025,M,BREU Moritz,G,1,b-T-14-Mu,N,b,1440,N,Y,N,Mu,10,49.0,
Secret Garden WC,2025,M,JAMIESON Rocco,R,1,b-14-Ng,N,b,1440,N,N,N,Ng,8,40.75,
Secret Garden WC,2025,M,HUBER Nicolas,G,1,b-18-Ng,N,b,1800,N,N,N,Ng,9,38.25,
Secret Garden WC,2025,M,LEE Dongheon,R,1,b-D-18-Tg,N,b,1800,Y,N,N,Tg,10,34.25,
Secret Garden WC,2025,M,JOBIN Francis,R,1,x-b-D-Rd-12-Ng,Y,b,1260,Y,N,Y,Ng,9.5,31.5,
Secret Garden WC,2025,M,JARVILEHTO Kalle,R,1,Cab-f-C-7-oT-Ng,Y,Cab,700,N,Y,N,Ng,6.5,28.5,
Secret Garden WC,2025,M,MAZET BROWN Txema,G,1,Cab-T-16-I,Y,Cab,1600,N,Y,N,I,10,17.25,
Secret Garden WC,2025,M,MAZET BROWN Txema,G,2,Cab-T-16-I,Y,Cab,1600,N,Y,N,I,10,27.75,
Secret Garden WC,2025,M,ALMQVIST Gabriel,R,1,D-bF,N,f,,Y,N,N,,,24.75,
Secret Garden WC,2025,M,GJERDALEN Bendik,R,1,f-18-Mu,N,f,1800,N,N,N,Mu,9,23.25,
Secret Garden WC,2025,M,KIRKHUS Oyvind,R,1,x-b-D-Rd-16-St,Y,b,1600,Y,N,Y,St,10,22.25,
Secret Garden WC,2025,M,BRCIC Dante,R,1,x-b-T-12-Mu,Y,b,1260,N,Y,N,Mu,9.5,15.25,
Secret Garden WC,2025,M,BRCIC Dante,R,2,x-b-T-14-Mu,Y,b,1440,N,Y,N,Mu,10,16.25,
Secret Garden WC,2025,M,VELDEN van der Niek,R,1,x-b-T-16-Tg,Y,b,1600,N,Y,N,Tg,10,17.0,
Steamboat WC,2025,M,OGIWARA Hiroto,R,1,f-T-18-Mu,N,f,1800,N,Y,N,Mu,10,35.25,A
Steamboat WC,2025,M,OGIWARA Hiroto,R,2,f-T-18-Mu,N,f,1800,N,Y,N,Mu,10,85.5,A
Steamboat WC,2025,M,OGIWARA Hiroto,R,3,b-19-Tg,N,b,1980,N,N,N,Tg,10,94.75,B
Steamboat WC,2025,M,KIMURA Kira,R,1,b-19-Me,N,b,1980,N,N,N,Me,10,90.5,A
Steamboat WC,2025,M,KIMURA Kira,R,2,x-b-18-Ddr,Y,b,1800,N,N,N,Ddr,9.5,88.75,B
Steamboat WC,2025,M,MARTIN Oliver,R,1,f-T-18-Mu,N,f,1800,N,Y,N,Mu,10,84.0,A
Steamboat WC,2025,M,MARTIN Oliver,R,2,Cab-T-16-pb-Mu,Y,Cab,1600,N,Y,N,Mu,10,90.0,B
Steamboat WC,2025,M,KIMATA Ryoma,R,1,b-19-Me,N,b,1980,N,N,N,Me,10,19.25,A
Steamboat WC,2025,M,KIMATA Ryoma,R,2,b-19-Me,N,b,1980,N,N,N,Me,10,81.75,A
Steamboat WC,2025,M,KIMATA Ryoma,R,3,x-b-D-Rd-12-St,Y,b,1260,Y,N,Y,St,9.5,86.25,B
Steamboat WC,2025,M,RINNEKANGAS Rene,R,1,b-NB-Rd-14-Tg,N,b,1440,N,N,Y,Tg,8.5,89.5,A
Steamboat WC,2025,M,RINNEKANGAS Rene,R,2,x-b-D-Rd-12-St,Y,b,1260,Y,N,Y,St,9.5,30.75,B
Steamboat WC,2025,M,RINNEKANGAS Rene,R,3,x-b-D-Rd-9-St,Y,b,900,Y,N,Y,St,7.5,58.0,B
Steamboat WC,2025,M,HENKES Justus,R,1,f-NB-14-Me,N,f,1440,N,N,N,Me,8,67.5,A
Steamboat WC,2025,M,HENKES Justus,R,2,hw-b-10-Mu,N,b,1080,N,N,N,Mu,6,48.0,B
Steamboat WC,2025,M,HENKES Justus,R,3,hw-b-10-Mu,N,b,1080,N,N,N,Mu,6,67.5,B
Steamboat WC,2025,M,KIMURA Yuto,R,1,f-19-I,N,f,1980,N,N,N,I,10,21.5,A
Steamboat WC,2025,M,KIMURA Yuto,R,2,f-19-I,N,f,1980,N,N,N,I,10,93.25,A
Steamboat WC,2025,M,KIMURA Yuto,R,3,Cab-19-Mu,Y,Cab,1980,N,N,N,Mu,10,36.75,B
Steamboat WC,2025,M,MIYAMURA Yuto,R,1,b-19-Me,N,b,1980,N,N,N,Me,10,25.75,A
Steamboat WC,2025,M,MIYAMURA Yuto,R,3,f-T-16-I,N,f,1600,N,Y,N,I,10,82.5,B
Steamboat WC,2025,M,FARRELL Lyon,R,1,f-D-16-Tg,N,f,1600,Y,N,N,Tg,9.5,15.75,A
Steamboat WC,2025,M,FARRELL Lyon,R,2,f-D-18-Tg,N,f,1800,Y,N,N,Tg,10,19.5,A
Steamboat WC,2025,M,FARRELL Lyon,R,3,b-18-Ro,N,b,1800,N,N,N,Ro,9,84.75,B
Steamboat WC,2025,M,ZHAO Yingxu,G,1,f-T-18-Me,N,f,1800,N,Y,N,Me,10,10.0,A
Steamboat WC,2025,M,ZHAO Yingxu,G,2,f-18-Mu-to-Tg,N,f,1800,N,N,N,Tg,9,13.5,A
Steamboat WC,2025,M,ZHAO Yingxu,G,3,f-18-I,N,f,1800,N,N,N,I,9,53.75,A
Steamboat WC,2025,M,MAZET BROWN Txema,G,1,Cab-NB-14-Mu,Y,Cab,1440,N,N,N,Mu,8.5,28.5,
Steamboat WC,2025,M,MAZET BROWN Txema,G,2,Cab-NB-14-Mu,Y,Cab,1440,N,N,N,Mu,8.5,85.5,
Steamboat WC,2025,M,CANTER Jake,G,1,b-18-Me,N,b,1800,N,N,N,Me,9,36.5,
Steamboat WC,2025,M,CANTER Jake,G,2,b-18-Me,N,b,1800,N,N,N,Me,9,84.75,
Steamboat WC,2025,M,MATTEOLI Ian,R,1,f-18-Mu-to-Tg,N,f,1800,N,N,N,Tg,9,24.5,
Steamboat WC,2025,M,MATTEOLI Ian,R,2,f-18-Mu-to-Tg,N,f,1800,N,N,N,Tg,9,84.25,
Steamboat WC,2025,M,KIRKHUS Oyvind,R,1,x-b-Rd-12-Ng,Y,b,1260,N,N,Y,Ng,8.0,86.0,
Steamboat WC,2025,M,ROISLAND Mons,R,1,x-b-Rd-12-I,Y,b,1260,N,N,Y,I,8.0,83.75,
Steamboat WC,2025,M,ROISLAND Mons,R,2,x-b-D-12-I,Y,b,1260,Y,N,N,I,9.0,82.5,
Steamboat WC,2025,M,DEPRIEST Brooklyn,R,1,x-b-T-19-Mu,Y,b,1980,N,Y,N,Mu,10,10.5,
Steamboat WC,2025,M,DEPRIEST Brooklyn,R,2,x-b-T-19-Mu,Y,b,1980,N,Y,N,Mu,10,83.25,
Steamboat WC,2025,M,FITZSIMONS Sean,R,1,f-T-18-Mu,N,f,1800,N,Y,N,Mu,10,81.75,
Steamboat WC,2025,M,FITZSIMONS Sean,R,2,f-T-18-Mu,N,f,1800,N,Y,N,Mu,10,83.25,
Steamboat WC,2025,M,JOBIN Francis,R,1,x-b-Rd-12-Ng,Y,b,1260,N,N,Y,Ng,8.0,83.0,
Steamboat WC,2025,M,JOBIN Francis,R,2,x-b-d-Rd-12-Ng,Y,b,1260,N,N,Y,Ng,8.0,82.25,
Steamboat WC,2025,M,VERMAAT Sam,R,1,f-D-18-Tg,N,f,1800,Y,N,N,Tg,10,76.0,
Steamboat WC,2025,M,VERMAAT Sam,R,2,f-D-18-Tg,N,f,1800,Y,N,N,Tg,10,81.75,
Steamboat WC,2025,M,JUKOLA Ville,R,1,f-18-Mu,N,f,1800,N,N,N,Mu,9,79.75,
Steamboat WC,2025,M,BOUCHARD Eli,G,1,McB,N,f,,N,N,N,,,79.5,
Steamboat WC,2025,M,FRAMARIN Loris,R,1,x-b-16-J,Y,b,1600,N,N,N,J,8.5,58.75,
Steamboat WC,2025,M,FRAMARIN Loris,R,2,x-b-16-J,Y,b,1600,N,N,N,J,8.5,76.5,
Steamboat WC,2025,M,VELDEN van der Niek,R,1,x-b-T-16-Tg,Y,b,1600,N,Y,N,Tg,10,74.25,
Steamboat WC,2025,M,KUNITAKE Hiroaki,G,1,Cab-18-I,Y,Cab,1800,N,N,N,I,9.5,70.75,
Steamboat WC,2025,M,LOTORTO Alex,G,1,b-16-Mu,N,b,1600,N,N,N,Mu,8,11.0,
Steamboat WC,2025,M,LOTORTO Alex,G,2,b-16-Mu,N,b,1600,N,N,N,Mu,8,69.5,
Steamboat WC,2025,M,SPALDING Cameron,R,1,Cab-14-Tg,Y,Cab,1440,N,N,N,Tg,8.5,60.75,
Steamboat WC,2025,M,SPALDING Cameron,R,2,Cab-NB-14-Tg-to-Mu,Y,Cab,1440,N,N,N,Mu,8.5,68.25,
Steamboat WC,2025,M,PARKINSON Jesse,R,1,b-16-Me,N,b,1600,N,N,N,Me,8,13.75,
Steamboat WC,2025,M,PARKINSON Jesse,R,2,b-16-Me,N,b,1600,N,N,N,Me,8,67.75,
Steamboat WC,2025,M,LEHNER Elias Lionel,G,1,x-b-16-Mu,Y,b,1600,N,N,N,Mu,8.5,66.0,
Steamboat WC,2025,M,BULLOCK-WOMBLE Fynn,R,1,b-16-Ng,N,b,1600,N,N,N,Ng,8,66.0,
Steamboat WC,2025,M,HENRICKSEN Dusty,G,1,b-14-J,N,b,1440,N,N,N,J,8,64.0,
Steamboat WC,2025,M,JOHNSON Liam,R,1,x-b-T-14-Mu,Y,b,1440,N,Y,N,Mu,10,8.75,
Steamboat WC,2025,M,JOHNSON Liam,R,2,x-b-T-14-Mu,Y,b,1440,N,Y,N,Mu,10,62.5,
Steamboat WC,2025,M,GE Chunyu,G,1,f-D-10-oT,N,f,1080,Y,N,N,oT,7.5,62.0,
Steamboat WC,2025,M,ROBERTSON-HAHN Joshua,R,1,f-18-Tg,N,f,1800,N,N,N,Tg,9,9.25,
Steamboat WC,2025,M,ROBERTSON-HAHN Joshua,R,2,f-18-Tg,N,f,1800,N,N,N,Tg,9,60.5,
Steamboat WC,2025,M,FERRY Lucas,R,1,b-16-Me,N,b,1600,N,N,N,Me,8,5.75,
Steamboat WC,2025,M,FERRY Lucas,R,2,b-18-Me,N,b,1800,N,N,N,Me,9,59.75,
Steamboat WC,2025,M,DHAWORNVEJ Caleb,R,1,f-D-14-Tg,N,f,1440,Y,N,N,Tg,9.5,59.5,
Steamboat WC,2025,M,BRCIC Dante,R,1,x-b-T-12-I,Y,b,1260,N,Y,N,I,9.5,58.5,
Steamboat WC,2025,M,SMITH Truth,G,1,b-16-Me,N,b,1600,N,N,N,Me,8,57.25,
Steamboat WC,2025,M,JOZSA Martin,G,1,b-16-Tg,N,b,1600,N,N,N,Tg,8,56.75,
Steamboat WC,2025,M,HUBER Niklas,R,1,b-T-16-Mu,N,b,1600,N,Y,N,Mu,10,56.5,
Steamboat WC,2025,M,SCHWAB Alex,G,1,f-14-Me,N,f,1440,N,N,N,Me,8,9.5,
Steamboat WC,2025,M,SCHWAB Alex,G,2,f-14-Me,N,f,1440,N,N,N,Me,8,53.0,
Steamboat WC,2025,M,FRAMARIN Leo,R,1,Cab-18-I,Y,Cab,1800,N,N,N,I,9.5,20.5,
Steamboat WC,2025,M,FRAMARIN Leo,R,2,Cab-18-I,Y,Cab,1800,N,N,N,I,9.5,52.0,
Steamboat WC,2025,M,SOLOMON Will,R,1,b-T-14-Mu,N,b,1440,N,Y,N,Mu,10,41.25,
Steamboat WC,2025,M,FEDOROWYCZ Lys,R,1,x-b-No-D-Rd-12-Mu,Y,b,1260,Y,N,Y,Mu,9.5,32.0,
Steamboat WC,2025,M,LIVIERO Nicola,R,1,x-b-D-Rd-12-Ng,Y,b,1260,Y,N,Y,Ng,9.5,30.25,
Steamboat WC,2025,M,ALMQVIST Gabriel,R,1,bF,N,f,,N,N,N,,,14.25,
Steamboat WC,2025,M,ALMQVIST Gabriel,R,2,d-bF,N,f,,N,N,N,,,28.5,
Steamboat WC,2025,M,GUSELI Valentino,R,1,x-b-16-Tg,Y,b,1600,N,N,N,Tg,8.5,17.5,
Steamboat WC,2025,M,GUSELI Valentino,R,2,x-b-18-Tg,Y,b,1800,N,N,N,Tg,9.5,26.5,
Steamboat WC,2025,M,LEE Dongheon,R,1,b-18-Tg,N,b,1800,N,N,N,Tg,9,18.0,
Steamboat WC,2025,M,VICKTOR Noah,G,1,b-16-Me-to-Tg,N,b,1600,N,N,N,Tg,8,13.0,
Steamboat WC,2025,M,VICKTOR Noah,G,2,b-16-Me-to-St,N,b,1600,N,N,N,St,8,18.0,
Steamboat WC,2025,M,WROBEL Evan,G,1,Cab-14-Mu,Y,Cab,1440,N,N,N,Mu,8.5,10.5,
Steamboat WC,2025,M,WROBEL Evan,G,2,Cab-14-Mu,Y,Cab,1440,N,N,N,Mu,8.5,17.0,
Steamboat WC,2025,M,YANG Wenlong,G,1,b-18-Mu,N,b,1800,N,N,N,Mu,9,15.25,
Steamboat WC,2025,M,CROUCH Brock,R,1,Cab-16-Ng,Y,Cab,1600,N,N,N,Ng,8.5,14.0,
Steamboat WC,2025,M,LIU Haoyu,R,1,f-18-Mu-to-Tg,N,f,1800,N,N,N,Tg,9,13.25,
Steamboat WC,2025,M,RICE Brian,G,1,b-19-Tg,N,b,1980,N,N,N,Tg,10,4.25,
Steamboat WC,2025,M,RICE Brian,G,2,b-18-Ti,N,b,1800,N,N,N,Ti,9,12.5,
